店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
琳琅烘焙(和平南店),18868,蛋糕,琳琅烘焙专业,27334,,4.2,10,0,文明路/和平南路,5313,20.037828,110.35325,美兰区和平南路41号,,,商家服务：停车位收费标准：与商家具体商谈,每满10减1.2（买单立享）;,周一至周日 08:30-23:00,0898-65379071,3000,琳琅烘焙专业是一家非常有名的西点品牌店，发展到现在已经有30余家连锁店。多年来不断引进新思想、开发新思路、完善管理模式，逐渐形成了的“前店后场，现烤现卖”的特色。,,False,0,0,3000,False,False
薇薇安(王府井店),185509959,蛋糕,,0,,4.6,21,13.9,西海岸,5314,20.014195,110.255856,秀英区美林路5号王府井恩祥生活广场第一层012商铺,1,,,13.9元鲜榨果汁4选1，16.9元千层蛋糕切件，122.9元蛋糕9选1，238元蛋糕9选1;,周一至周日 10:00-22:00  2019-02-04至2019-02-09 休息,18889271906,2999,,,False,1,53,2999,False,False
米罗·悠阁,88572237,甜点饮品,,0,,4.5,19,13.9,高铁东站、龙昆南,5315,20.001138,110.359667,琼山区府城街道文庄路10-15号,,,免费提供3个停车位,9折（买单立享）;13.9元下午茶套餐，58元包厢（小），78元包厢（大）;16代20元;,周一至周日 10:00-01:00,15808965838,2988,,,False,0,4,2988,True,False
参见大人,88299997,小吃快餐,,0,,4.2,45,98,海德路,5312,20.008871,110.334216,龙华区金宇街道海德路9号现代花园1号楼1号铺面（平安银行旁）,,,,9.2折（买单立享）;98元古法盐焗鸡;,周一至周日 11:00-20:00,0898-66508089/17789851199,2987,,,False,1,6,2987,True,False
一锅匠重庆老火锅(海职院店),168929531,重庆火锅,,0,,4.6,56,78,金盘,5312,19.997743,110.313431,龙华区金牛路18-1号海职院正门旁100米（格林豪泰酒店二楼）,,,,双人餐128元，4人餐228元，5-8人餐338元，8-10人餐438元;78代100元;,周一至周日 11:00-22:00  2019-02-02至2019-02-11 休息,0898-66818557/18689681949,2982,,,False,0,43,2982,False,False
一和博多制麵所(京华城店),193041217,日式面条,,0,,4.1,54,29.9,京华城,5312,20.027816,110.31748,龙华区玉沙路京华城C3区二楼海口保税直营中心内2楼,2,,,单人餐29.9元起，单人餐29.9元起，双人餐78元;88代100元;,周一至周日 10:30-21:30,0898-68539443,2979,,,False,1,181,2979,False,False
华莱士(海玻店),170598169,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.2,21,11.9,秀英大道,5314,20.003209,110.280668,秀英区秀英大道子弟学校（职工宿舍楼下）旁105号铺面,,,,11.9元时尚简约，26.9元双人套餐，51.9元欢聚四人套餐;,周一至周日 09:00-23:30,0898-68616547,2974,,,False,1,127,2974,False,False
琳琅烘焙(汇丰店),18884,蛋糕,琳琅烘焙专业,27334,,4,10,0,龙华区,5312,20.030392,110.333394,龙华区龙华路汇丰大厦首层,,,商家服务：停车位收费标准：与商家具体商谈,每满10减1.2（买单立享）;,周一至周日 06:30-23:30,0898-66705339,2967,琳琅烘焙专业是一家有名的西点品牌店，发展到现在已经有30余家连锁店。多年来不断引进新思想、开发新思路、完善管理模式，逐渐形成了的“前店后场，现烤现卖”的特色。,,False,0,0,2967,False,False
麦栗工坊(青年店),2510686,小吃快餐,麦栗工坊,2884836,,4,20,19.6,白龙路沿线,5313,20.035224,110.364425,美兰区青年路美舍上村第二幢第六间铺面,,,,19.6元散装核桃味瓜子;45代50元;,周一至周日 09:00-22:30,0898-66201484,2964,海南庆佳味食品有限公司是一家集研发、加工、销售、连锁经营为一体的综合性绿色休闲食品企业。公司于2003年正式成立，总部坐落于海南国际旅游岛省会城市-海口市，主要经营干果类、炒货类、蜜饯类、肉制品类、糕点糖果类、果冻饮料类、素食类和礼盒补品类等特色绿色健康休闲食品。公司特色产品——'糖炒板栗'，选料上乘，运用独有传统配方现场炒制，使产品味道鲜美、风格别致，已成为休闲食品行业中的翘楚。,,False,1,0,2964,True,False
布朗尼蛋糕(兴丹店),98732579,蛋糕,,0,,3.2,19,79,海南工商学院周边,5315,20.006503,110.367589,琼山区兴丹路23号万宁街,,,,1-3人餐79元，8英寸蛋糕85元起，1-3人餐85元，3-5人餐89元，3-5人餐89元，3-5人餐90元，10英寸蛋糕95元起，幸福专享款，8英寸品质生日蛋糕 品味生活，品味幸福时光96元，彩虹创意款，10英寸幸福时光彩虹和创意蛋糕，每一个蛋糕都述说着幸福的故事，幸福时光97.8元，10英寸幸福时光水果生日蛋糕，新鲜现做，不止带来美味，还有爱和幸福106元，场景蛋糕，10英寸小猪佩琪，托马斯，...;,周一至周日 07:00-23:00,13379800892,2960,,,False,0,18,2960,False,False
蚝姐生蚝(南沙店),171859950,江河湖海鲜,,0,,3.3,83,88,南沙路,5312,20.000508,110.320892,龙华区南沙路南沙特色美食街（省电台西行150米路北）,,,,4人餐279.9元;88代100元;,周一至周日 10:30-14:00 17:00-03:00,13398923439,2932,,,False,1,21,2932,False,False
糕谈鱼论·酸菜鱼,164847551,酸菜鱼/水煮鱼,,0,,4.3,42,0,解放西/泰龙城,5312,20.039135,110.340374,龙华区解放西路金棕榈文化商业广场4楼,4,,,,周一至周日 11:00-23:00,0898-66200660,2900,,,False,0,0,2900,False,False
缘记传承,169961665,港式小吃,,0,,4.5,18,15.6,西海岸,5314,20.047651,110.190872,秀英区长滨四路远大购物中心一层,1,,,15.6元小吃+甜品下午茶，16.8元特色甜品+小吃，22.9元缘记传承新品小吃套餐;18代20元;,周一至周日 10:00-22:00,13976091601,2896,,,False,1,49,2896,False,False
清水湾5号阿霞海鲜(丁村万人海鲜广场店),157232392,海鲜,,0,,5,104,138,丁村万人海鲜广场,5312,19.971076,110.343409,龙华区迎宾大道丁村万人海鲜广场内,,,,双人餐138元起，4人餐358元起，6人餐498元起，8人餐668元起，10人餐968元起，10-12人餐1588元，16人餐2588元;,周一至周日 10:00-22:00  2019-02-03至2019-02-08 休息,13337555944,2891,,,False,0,49,2891,True,False
大自然醉鹅(国兴店),165340158,特色菜,,0,,3.8,53,88,海南工商学院周边,5315,20.01225,110.37256,琼山区文坛路6号海南工商职业学校正门斜对面,,,,2-3人餐138元，4-5人餐188元，6-8人餐328元;88代100元;,周一至周日 11:00-21:00,0898-68683255,2883,,,False,1,29,2883,False,False
丁村万人海鲜广场清水湾8号,157233436,海鲜,,0,,5,95,90,丁村万人海鲜广场,5312,19.971115,110.34322,龙华区迎宾大道丁村万人海鲜广场清水湾8号,,,,9.5折（买单立享）;2-3人餐228元，双人餐268元起，3-4人餐398元，3人餐458元，5-6人餐488元，4人餐588元，5-6人餐688元，6人餐699元，8人餐799元，10人餐888元起，8-10人餐999元，12-15人餐1588元;90代100元;,周一至周日 10:30-22:00,18976876866,2879,,,False,0,37,2879,True,False
斯芙蕾炸鸡汉堡,114028607,汉堡,,0,,5,15,11.8,白龙路沿线,5313,20.02501,110.36758,美兰区群上路群上村19号,,,,11.8元超值单人汉堡套餐，17.8元脆皮炸鸡;,周一至周日 09:00-21:00,0898-65304706,2879,,,False,1,15,2879,True,False
七方外带寿司,97026426,外带寿司,,0,,5,23,9.9,高铁东站、龙昆南,5315,19.998999,110.34942,琼山区大路街44号（朱云路往大路街内进50米）,,,,单人餐9.9元起，双人餐39元起;,周一至周日 10:00-24:00,13976895331,2877,,,False,1,40,2877,False,False
HOME PARK BAKERY,137504478,蛋糕,,0,,3.9,19,13.8,西海岸,5314,20.047718,110.191158,秀英区长滨四路7号远大购物中心B1层,-1,,,13.8元特惠乳酪面包，15.8元红丝绒切片蛋糕，168元蛋糕6选1;85代100元;,周一至周日 10:00-22:00,0898-36383309/36383789,2859,,,False,0,17,2859,True,False
功夫鱼庄,5231856,川菜,,0,,3.9,47,148,秀英时代广场,5314,20.018498,110.282887,秀英区滨海大道161-8号秀英时代广场A栋交通银行3楼,,,,3-4人餐148元，2-4人餐148元，3-4人餐188元，6-8人餐528元;,周一至周日 11:00-14:00 17:00-21:00,0898-68651159,2849,功夫鱼庄位于海口市繁华的滨海大道的秀英时代广场三楼，交通便利，四通八达，主营各式烤鱼、香锅、火锅，选材考究，用料精湛，在“鲜”之一字上，尤其注重，致力于给客人最优秀的口感享受，让客人体会最原生态的鲜鱼美味，店面装修风格考究，大方，让您体会最最放松的用餐环境,,False,1,0,2849,True,False
琳琅烘焙(海秀店),4881514,蛋糕,琳琅烘焙专业,27334,,4.1,11,0,明珠广场,5313,20.02953,110.342351,美兰区海秀东路明珠广场一楼右侧,1,,商家服务：停车位收费标准：与商家具体商谈,每满10减1.2（买单立享）;,周一至周日 06:30-23:00,0898-66701765,2844,琳琅烘焙专业是一家有名的西点品牌店，发展到现在已经有30余家连锁店。多年来不断引进新思想、开发新思路、完善管理模式，逐渐形成了的“前店后场，现烤现卖”的特色。,,False,0,0,2844,False,False
万州烤鱼(秀英小街店),181417272,烤鱼,,0,,3.7,56,59.9,秀英小街,5314,20.007118,110.285357,秀英区秀华路23号西面二楼,,,,双人餐59.9元起，双人餐59.9元起，3-4人餐98元，4人餐98元起，6人餐158元起;89.9代100元;,周一至周日 11:00-23:00,18723608366,2833,,,False,1,16,2833,False,False
老潼关肉夹馍·凉皮(义龙店),158905911,肉夹馍,老潼关肉夹馍,928938,http://p1.meituan.net/poi/6039e74ca9f079632537dee946338a7112042.png,5,12,6.8,龙华区,5312,20.027367,110.335478,龙华区义龙路12号,,,,6.8元凉皮，10.8元肉夹馍+饮品，13.8元肉夹馍凉皮，25元2份肉夹馍+瓜丝面筋1份;,周一至周日 09:30-21:00  2019-01-29至2019-02-12 休息,13136087012/13016221966,2830,,,False,1,21,2830,False,False
假日一品大茶楼(蓝天店),1179272,茶餐厅,,0,,5,72,88,蓝天路沿线,5313,20.021666,110.349453,美兰区蓝天路24号,,,有停车位,3-4人餐178元，5-6人餐268元，5-6人餐666元，10人餐999元;88代100元;,周一至周日 07:00-11:00 14:00-17:30 19:00-02:00,0898-66552876,2826,,,False,1,46,2826,True,False
coco都可(国贸店),164492199,奶茶/果汁,CoCo都可,48791,http://p1.meituan.net/poi/28a4067295b8bd72fd3fa0b1628c121236345.png,5,13,6,玉沙路,5312,20.024981,110.320205,龙华区玉沙路中城广场一层113号商铺（永和豆浆旁）,,,,6元鲜柠檬红茶，7元椰果奶茶，7.5元芒果绿茶，9元法式奶霜红茶中杯，9元珍珠拿铁咖啡，10元法式奶霜咖啡L，12元奶茶三兄弟大杯，13元鲜芋青稞牛奶，30元超值四杯美式咖啡，40元四杯珍珠拿铁咖啡，40元超值四杯奶霜咖啡，40元超值四杯拿铁咖啡;28代35元，39代50元;,周一至周日 10:00-22:00,13876008547,2824,,,False,1,202,2824,False,False
黄焖鸡米饭(吾悦店),156820585,黄焖鸡,,0,,3.7,16,14.9,龙华区,5312,19.97606,110.33808,龙华区山高街新城吾悦广场A区底商（悠悠小宠诊所对面）,1,,,14.9元黄焖鸡米饭单人餐，18.8元黄焖牛腩+米饭;,周一至周日 11:00-14:00 17:00-21:00,13307514695,2819,,,False,1,28,2819,False,False
CoCo都可(友谊店),97557055,奶茶/果汁,CoCo都可,48791,http://p1.meituan.net/poi/28a4067295b8bd72fd3fa0b1628c121236345.png,4.1,13,6,友谊广场,5312,20.038131,110.337709,龙华区大同路友谊广场1层,1,,,6元鲜柠檬红茶，7元椰果奶茶，7.5元芒果绿茶，9元法式奶霜红茶中杯，9元珍珠拿铁咖啡，10元法式奶霜咖啡L，12元奶茶三兄弟大杯，13元鲜芋青稞牛奶，30元超值四杯美式咖啡，40元四杯珍珠拿铁咖啡，40元超值四杯奶霜咖啡，40元超值四杯拿铁咖啡;28代35元，39代50元;,周一至周日 09:00-23:30,13876008547,2818,,,False,0,269,2818,False,False
炭寻串吧(海甸岛店),179544680,烤串,,0,,4.7,60,39,海甸岛,5313,20.061351,110.33372,美兰区海甸五西路13号（荟尚酒店）5号铺,,,,双人餐39元起，单人餐67元，3-4人餐194元;49代100元;,周一至周日 17:30-01:00  2019-02-04至2019-02-06 休息,0898-66161350,2818,,,False,0,0,2818,False,False
阿妹海鲜霸王岭5号(丁村万人海鲜广场店),157231259,海鲜,,0,,5,90,88,丁村万人海鲜广场,5312,19.971448,110.342474,龙华区迎宾大道丁村万人海鲜广场内霸王岭5号,,,,3-4人餐198元，3-4人餐258元，双人餐288元起，3-4人餐298元，2-3人餐408元，6人餐458元，5-6人餐688元，7-8人餐768元，8人餐858元，10人餐1088元，10-12人餐1688元;88代100元;,周一至周日 11:00-22:00  2019-02-01至2019-02-12 休息,13698909765,2806,,,False,0,30,2806,True,False
张亮麻辣烫(国贸店),162786092,麻辣烫,,0,,3.8,27,29.9,玉沙路,5312,20.026208,110.32085,龙华区国贸大道28-1号金贸商城第一层A05号铺面,1,,,29.9代35元，39.9代50元;,周一至周日 09:00-02:00,0898-68532817/18689756222,2800,,,False,1,23,2800,False,False
青沫茶颜(桫椤湾店),179205007,奶茶/果汁,,0,,5,12,8.8,国兴大道、日月广场、省政府,5312,20.020396,110.375676,龙华区国兴大道63号桫椤湾娱乐艺术风情街3号商业一层3-120店铺,,,,8.8元招牌芋泥清茶，8.8元香椰果奶茶，13.8元鲜果颜茶;,周一至周日 09:30-23:30  2019-02-04至2019-02-09 休息,0898-65372159,2795,,,False,0,42,2795,False,False
签香源成都小郡肝火锅串串香,192658424,串串香,,0,,4.7,59,9.9,万国大都会,5312,20.03116,110.33942,龙华区大同路香港城1层30号,,,,98元双人套餐，159元3-4人套餐;9.9代50元，78代100元;,周一至周日 10:00-03:00,15799056555,2795,,,False,0,197,2795,False,False
蚝客行,169399726,海鲜,,0,,4.4,76,8,海甸岛,5313,20.063985,110.331867,美兰区海口市美兰区海甸海昌路北侧A-22号别墅,,,,单人餐8元，双人餐49.9元，4人餐148元;,周一至周日 17:30-03:00  2019-02-01至2019-02-10 休息,0898-66777558/13876086616,2791,,,False,1,32,2791,False,False
属于炸鱼薯条(高登东店),93541762,快餐,,0,,5,16,2,高铁东站、龙昆南,5315,19.996179,110.35539,琼山区高登东街24号-3（建设银行对面）,,,商家服务：免费提供2个停车位,9.5折（买单立享）;2元超级甜筒，7.8元薯条/薯角套餐，12.8元鳕鱼片套餐，13.8元鱼柳套餐，19.8元123小吃组合，25.8元鳕鱼汉堡套餐，43.8元双人鳕鱼汉堡套餐;,周一至周日 09:30-01:00,0898-32272933/15208986182,2788,,,False,0,0,2788,True,False
三湘人家(万达店),117646732,湘菜,,0,,3.1,56,89,万达广场,5314,19.979676,110.278508,秀英区万达广场三楼3012-3013室,3,,,89代100元;,周一至周日 09:30-14:00 16:30-21:00,13307558682,2783,,,False,1,36,2783,False,False
尚捞(绿地城店),161912478,小火锅,,0,,3.3,50,82,灵山镇,5313,19.9596,110.4356,美兰区海榆大道9号海南国际旅游城3F-14,3,,,双人餐98元起，4人餐188元;82代100元;,周一至周日 10:00-20:00  2019-02-01至2019-02-12 休息,0898-68606839,2783,,,False,0,35,2783,False,False
ZOO COFFEE,110462492,咖啡厅,,0,,3.9,43,45,国兴大道,5313,20.014728,110.346941,美兰区国兴大道日月广场处女座1楼,1,,,单人餐45元起，48元ZOO森林烩黑椒牛排，48元蜜糖吐司;,周一至周日 10:00-22:00,0898-66191999,2780,,,False,0,51,2780,False,False
蘭芳園(万达店),115798467,奶茶/果汁,,0,,3.9,18,9.9,万达广场,5314,19.980069,110.278472,秀英区万达广场三楼1号,3,,,9.9元美味饮品，12.8元香港鸳鸯，21元奶茶+鸡蛋仔;25代30元;,周一至周日 10:00-21:00,0898-68606181,2773,,,False,1,45,2773,False,False
广客煲仔传奇(新城吾悦广场店),161877718,快餐,,0,,3.3,15,15.8,新城吾悦购物广场,5312,19.9768,110.339626,龙华区迎宾大道18号新城吾悦广场1层室外步行街,1,,,15.8元经典腊味煲仔饭，17.8元招牌煲仔饭套餐，25.6元铁板牛肉饭套餐，双人餐58元;17.8代20元;,周一至周日 10:30-15:00 17:30-21:00,0898-65356225/13976699108,2768,,,False,1,28,2768,False,False
蘭芳園(望海店),81082796,奶茶/果汁,,0,,4.6,19,9.9,望海国际广场,5313,20.030727,110.34495,美兰区海秀路8号望海国际商业广场6楼中庭,6,,,9.9元美味饮品，12.8元香港鸳鸯，21元奶茶+鸡蛋仔;25代30元;,周一至周日 10:00-21:30,0898-68603085,2741,,,False,1,54,2741,True,False
艾米爱自助牛排餐厅(海垦广场店),164702461,综合自助,,0,,3.8,78,63,海垦路,5312,20.017766,110.317843,龙华区海秀中路71号海垦广场北区风情街4楼,4,,,单人午餐63元，单人午餐68元，单人午餐83元，单人午/晚餐88元，单人午餐98元;,周一至周日 11:00-14:00 17:00-21:00,0898-68526819,2735,,,False,1,48,2735,False,False
梦龙咖啡(寻尝里店),190828955,咖啡厅,,0,,5,20,16.8,美俗路/美华路,5314,20.001259,110.283235,秀英区美俗路寻尝里夜市3楼,,,,16.8元早餐优惠套餐，18.8元单人下午茶、晚茶，22元单人商务套餐，4人餐88元起;,周一至周日 08:00-00:00,0898-66131313,2735,,,False,0,171,2735,False,False
维多斯·炸鸡汉堡(府城店),163259148,汉堡,,0,,4.4,18,9.8,高铁东站、龙昆南,5315,19.98344,110.365977,琼山区振发横路振民巷1号铺面,,,,9.8元汉堡超值单人餐，16.9元招牌手扒鸡1只，26元汉堡双人餐，39.9元汉堡三人餐;,周一至周日 10:30-21:00,18889142331,2720,,,False,1,59,2720,False,False
这儿咖啡(五西路创享店),185138210,咖啡厅,,0,,4.5,22,8.8,海甸岛,5313,20.062487,110.332407,美兰区海甸五西路26号延升商住楼,,,,单人餐8.8元起，38.8元下午茶套餐;15.8代20元;,周一至周日 09:00-23:00,0898-32196111,2702,,,False,0,85,2702,False,False
华莱士(海口桂林下坎店),170572112,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.3,21,11.9,高铁东站、龙昆南,5315,19.995998,110.369667,琼山区琼州大道106-1号,,,,11.9元时尚简约，26.9元双人套餐，51.9元欢聚四人套餐;,周一至周日 08:00-22:00,0898-65872507,2701,,,False,1,34,2701,False,False
三不摆老成都串串香(上邦店),187706971,串串香,,0,,4.3,57,75,上邦百汇城,5312,20.02154,110.323957,龙华区龙华路金龙路上邦百汇城一号楼二楼（上邦小吃街楼上）,2,,,75代100元，88代100元;,周一至周日 11:30-22:00,18689878676,2695,,,False,1,70,2695,False,False
顾小馆(友谊阳光城店),161103577,湖北菜,,0,,4.6,42,0,新友谊阳光城,5312,20.02353,110.32412,龙华区金龙路2号友谊阳光城6A层4号观光电梯斜对面,6A,,,,周一至周日 11:00-22:00,0898-68526861/18189789925,2693,,,False,1,1,2693,False,False
丁村万人海鲜广场清水湾6号,157205051,海鲜,,0,,5,96,89.9,丁村万人海鲜广场,5312,19.971399,110.343058,龙华区迎宾大道丁村万人海鲜广场清水湾6号,,,,双人餐218元起，3-4人餐328元，4人餐438元起，5-6人餐538元，6人餐588元起，8人餐728元，7-8人餐768元，10人餐888元起，10-12人餐1588元;89.9代100元;,周一至周日 10:00-21:30,18389551788/13976668154,2682,,,False,0,39,2682,True,False
海口丽思卡尔顿酒店意坊全日餐厅,150702319,综合自助,,0,,4.6,241,138,观澜湖/冯小刚电影公社,5313,19.915175,110.330872,美兰区羊山大道观澜湖丽斯卡尔顿酒店2层,2,,,单人餐138元起，单人晚餐318元，[4]人晚餐638元，[4]人晚餐968元;,周一至周日 06:30-10:30 17:30-21:30,0898-66833668,2679,,,False,0,20,2679,False,False
牛蛙爱上鱼(南亚广场店),179667391,干锅/香锅,,0,,0,56,88,南亚广场,5313,20.030892,110.351376,美兰区和平南路海府路18号南亚广场一楼肯德基对面,1,,,双人餐128元，4人餐158元，3-4人餐158元;88代100元;,周一至周日 10:30-22:00,13976627306,2675,,,False,0,26,2675,False,False
后院咖啡,1181020,咖啡厅,,0,,4.6,36,38,玉沙路,5312,20.024736,110.32104,龙华区国贸玉沙路富豪大厦后院B座101房,,,,38元文艺单人套餐，68元精致双人套餐;,周一至周日 12:00-23:00,0898-68529159/18976970310,2661,在城市中行走，匆忙的步伐让心也徒于奔命，疲倦了，多希望能有个自家的后院，工作之余，能静静地坐下来喝杯咖啡……后院咖啡帮你实现了心中这一小小的梦想，如果你愿意多走几步路，来到玉沙路富豪大厦B座101宅，热情好客的店主和店员会用他们最周到的服务，让你在后院咖啡体会到自家后院的那一份惬意,,False,0,0,2661,True,False
喜九重庆老火锅,173275517,重庆火锅,,0,,3.4,67,78,滨涯路,5312,20.001605,110.305064,龙华区滨涯路88号,,,,2-3人餐128元，4-5人餐258元;78代100元，88代100元;,周一至周日 11:00-14:00 17:00-22:30,0898-31280999,2659,,,False,0,32,2659,False,False
文记同乐湘西小串烧烤跳跳蛙,184719062,烤串,,0,,4.8,61,29.9,龙华区,5312,20.023388,110.31753,龙华区金洲路金龙路22号,,,,1-2人餐29.9元，双人餐79.9元;,周一至周日 17:30-24:00,13876192257,2655,,,False,1,68,2655,False,False
虾扯皮之香辣牛蛙·烤鱼(海垦花园夜市店),177683276,小龙虾,,0,,3.7,50,68,海垦路,5312,19.995817,110.305896,龙华区海垦路海垦花园夜市A区B15,,,,2-3人餐68元，2-3人餐72元，3-4人餐128元，6人餐198元;85代100元;,周一至周日 16:00-02:00,15298903130,2651,,,False,1,29,2651,False,False
蓝天咖啡(滨江店),179449271,咖啡厅,,0,,4.1,50,16.8,高铁东站、龙昆南,5315,20.008096,110.373765,琼山区首丹新路,,,,16.8元下午茶晚茶套餐，26.8元单人简餐饮品套餐;,周一至周日 全天  2019-02-04至2019-02-06 休息,0898-65888836,2649,,,False,0,75,2649,False,False
旺豪海鲜餐厅(友谊阳光城店),170525940,海鲜,,0,,4.1,63,90,新友谊阳光城,5312,20.023572,110.324227,龙华区金龙路2号友谊阳光城负一楼,-1,,,双人餐98元，2-3人餐138元，5人餐258元，3-4人餐438元，5-6人餐666元，8人餐788元，7-8人餐799元，9-10人餐1088元，11-12人餐1388元，10-12人餐1580元;90代100元;,周一至周日 11:00-20:30,13637558811,2647,,,False,0,40,2647,False,False
何号英龙潮美式炭火烤鱼店,102910693,烤鱼,,0,,5,43,70,灵山镇,5313,19.967647,110.43779,美兰区琼文大道93-3号（凯旋宾馆旁内进100米）,,,,2-3人餐70元，3-4人餐108元，6-8人餐168元，8-12人餐238元;,周一至周日 09:00-21:00,15988499572,2644,,,False,1,5,2644,True,False
澳门成廣记餐厅,163207357,燕翅鲍,,0,,5,56,86.6,京华城,5312,20.027508,110.31755,龙华区金贸东路京华城C区3楼莲寿司旁,3,,,双人餐86.6元，4人餐238元;89.9代100元;,周一至周日 09:30-22:00,0898-68533539,2640,,,False,1,58,2640,False,False
三槐人家,1452301,创意菜,,0,,4.1,50,88,秀英时代广场,5314,20.018054,110.282699,秀英区海港路秀英时代广场二楼202室（港务局对面）,,,,满100减12（买单立享）;88代100元;,周一至周日 09:00-21:00  2019-01-29至2019-02-10 休息,0898-68662627,2639,三槐人家位于秀英时代广场二楼，主要经营新疆特色菜，川湘精品菜，西北特色面食。餐厅装修风格古典优雅，文化气息浓郁。包间，卡座，散座布局错落有致，安静优雅。是家庭、朋友聚会，婚庆寿诞的理想场所。本餐厅交通便利，车位充足，是秀英港及西海岸片区独有的一家有规模，有档次，有品位的西北特色餐厅,,False,1,19,2639,True,False
卡乐基(大英路店),158925126,汉堡,卡乐基,289418,,3.5,18,16,美兰区,5313,20.026318,110.342042,美兰区大英街23号（南航天桥往大英路100米）,,,,16代20元;,周一至周日 10:00-02:00  2019-02-04至2019-02-05 休息 2019-02-06至2019-02-09 15:00-20:00,0898-66718976,2639,,,False,0,10,2639,False,False
乳猪研究所(友谊阳光城店),175370540,海南菜,,0,,4.7,64,88,新友谊阳光城,5312,20.023264,110.324027,龙华区金龙路1号友谊阳光城7楼,7,,,双人餐88元起，3-4人餐238元，4-6人餐338元;90代100元;,周一至周日 10:00-22:00,0898-68526606,2637,,,False,1,166,2637,False,False
古蓝咖啡,2444985,咖啡厅,,0,,3.4,34,13.9,凤翔路,5315,19.987198,110.348245,琼山区凤翔西路14号帝和华庭,,,免费提供15个停车位,13.9元单人组合式早茶，双人餐79.9元;88代100元;,周一至周日 07:30-00:00,0898-65955671,2629,古蓝咖啡是一家主营特色西餐、简餐的餐厅，装修精美，宽敞明亮，古色古香的风格设计。地处繁华路段，逛街走累了，不妨来这坐坐，休憩至于喝一碗精美甜品。吃饭娱乐，免去你的后顾之忧，非常省心,,False,1,0,2629,True,False
永和豆浆(海垦店),158645623,快餐,永和豆浆,895885,http://p1.meituan.net/poi/b285bc3ac04dccd3d0d211af8b88aeea48784.png,3.2,24,12,海垦路,5312,20.008142,110.307865,龙华区海垦路49号香樟林风情商业街A/B段1层A1120号（幢）,,,,12元永和豆浆经典套餐，16元经典下午茶套餐，19.8元单人超值套餐，28.8元白领精选套餐饭;17.6代20元;,周一至周日 07:00-00:00,0898-66773866,2627,,,False,1,73,2627,False,False
港利餐厅(五指山店),152360044,粤菜,,0,,5,27,12.8,美兰区,5313,20.024791,110.350512,美兰区五指山路41号,,,,12.8元港式晚茶套餐，22元单人晚餐套餐;40代50元;,周一至周日 07:00-23:30,0898-65229831,2626,,,False,1,59,2626,False,False
麦栗工坊(金海岸店),1998239,小吃快餐,麦栗工坊,2884836,,4.2,20,19.6,海甸岛,5313,20.065334,110.337848,美兰区海甸海岸路北侧第四间店铺（金海岸步行街）,,,,19.6元散装核桃味瓜子;45代50元;,周一至周日 08:00-23:00,0898-66552482,2626,海南庆佳味食品有限公司是一家集研发、加工、销售、连锁经营为一体的综合性绿色休闲食品企业。公司于2003年正式成立，总部坐落于海南国际旅游岛省会城市-海口市，主要经营干果类、炒货类、蜜饯类、肉制品类、糕点糖果类、果冻饮料类、素食类和礼盒补品类等特色绿色健康休闲食品。公司特色产品——'糖炒板栗'，选料上乘，运用独有传统配方现场炒制，使产品味道鲜美、风格别致，已成为休闲食品行业中的翘楚。,,False,1,0,2626,True,False
悸动烧仙草,163288100,奶茶/果汁,,0,,4.4,11,9.9,新友谊阳光城,5312,20.023237,110.323897,龙华区金龙路友谊阳光城6楼2号观光梯左转小吃街,6,,,9.9元奶茶类;9.9代12元;,周一至周日 10:00-22:00,0898-68501560,2618,,,False,1,27,2618,False,False
虾客行(桫椤湾店),170645399,小龙虾,,0,,5,45,68,国兴大道、日月广场、省政府,5312,20.02033,110.37572,龙华区美祥路桫椤湾娱乐艺术风情街2号商业二层2-208店铺（海堂川楼下）,,,,双人餐68元起，单人餐88元，2-3人餐98元，168元情侣双人餐;,周一至周日 10:00-14:00 17:30-02:00,0898-65354827/15103022062,2608,,,False,1,44,2608,False,False
瓷忆小厨,161094857,江西菜,,0,,3.4,46,75,海甸岛,5313,20.057604,110.349458,美兰区和平大道鹏晖4楼（原味主张旁）,4,,,双人餐75元起，2-3人餐99元，3-4人餐198元，5-6人餐399元;,周一至周日 09:30-21:30,0898-66255155,2598,,,False,1,19,2598,False,False
royaltea 皇茶(国兴大润发店),92289505,奶茶/果汁,Royaltea,2882237,http://p1.meituan.net/poi/b5fefb42db57cfeca42532286c73172f270183.png,4.8,16,10,国兴大道,5313,20.017382,110.374499,美兰区海口国兴大润发1楼,,,,10元皇芝士红茶，11.8元特色饮品2选1;,周一至周日 08:00-22:30,0898-65370155,2597,,,False,0,3,2597,False,False
